longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
0.3247011952191236,-0.3496280552603608,-0.411764705882353,-0.8638791393254998,-0.8504034761018001,-0.9175985874043554,-0.8401578687715836,-0.536820181790596,-0.7723679489981483,INLAND
-0.0776892430278906,-0.6004250797024433,0.1764705882352939,-0.9225799888091968,-0.8814400993171944,-0.9297065500714704,-0.86942937016938,-0.7100729645108343,-0.0309277075146081,NEAR OCEAN
-0.4940239043824732,0.0223166843783211,0.0980392156862743,-0.8782237143293148,-0.8600248292985724,-0.8880574007119033,-0.8421312284163789,-0.4655108205404062,-0.2969059921402385,<1H OCEAN
0.4023904382470107,-0.9064824654622744,-0.3725490196078432,-0.8582328704410194,-0.7991930477963998,-0.9525771462204656,-0.8868607136984049,-0.5032758168852842,-0.0527832874915978,NEAR OCEAN
-0.6035856573705196,0.1455897980871405,0.6862745098039216,-0.9039116943893382,-0.8609559279950342,-0.9414781804422768,-0.8582469988488736,-0.8244438007751618,-0.706801209067179,NEAR BAY
-0.922310756972113,0.7066950053134953,0.1764705882352939,-0.9057937840174984,-0.8870266914959652,-0.9506712632080496,-0.8983719782930439,-0.7494103529606488,-0.6799971958878519,<1H OCEAN
-0.6195219123505993,0.1115834218916056,0.9999999999999998,-0.8710514268274073,-0.8268156424581006,-0.9525771462204656,-0.8260154579838842,-0.354643384229183,0.9047385371606717,NEAR BAY
-0.58764940239044,0.6918172157279496,-0.215686274509804,-0.8777659087440867,-0.8525760397268778,-0.933069873034558,-0.8648248643315244,-0.7036040882194728,-0.7191722920730224,INLAND
-0.3406374501992069,0.3623804463336881,-0.1764705882352941,-0.9018770028994354,-0.8621973929236499,-0.9436082849855656,-0.8664693307021871,-0.6896456600598613,-0.4301013191698177,INLAND
0.199203187250994,-0.685441020191285,0.7254901960784312,-0.9153059667327942,-0.8764742396027313,-0.9481487709857338,-0.8769939154744285,-0.8098784844346975,-0.5744306209046559,<1H OCEAN
-0.3047808764940249,0.1115834218916056,0.4509803921568627,-0.9215117757769978,-0.9137181874612044,-0.9630595027887552,-0.912843282354876,-0.541371843146991,-0.6643271574137837,INLAND
0.3047808764940249,-0.6663124335812967,-0.0588235294117648,-0.7437814741339844,-0.7454996896337679,-0.8513971804142492,-0.7365564874198323,-0.4073185197445552,-0.1888652005558738,INLAND
-0.3924302788844613,0.3177470775770459,0.5686274509803921,-0.7776082201536192,-0.6778398510242085,-0.8663639675999887,-0.6849202433810229,-0.7432862994993172,-0.699378559263673,INLAND
-0.4820717131474126,-0.0605738575982996,-0.2941176470588236,-0.8240500534106516,-0.803538175046555,-0.8437736483645841,-0.8006906758756783,-0.4128356850250341,-0.2750504121632486,<1H OCEAN
0.191235059760956,-0.6535600425079693,0.6078431372549018,-0.9695813622259524,-0.94723774053383,-0.979035286863421,-0.940799210656142,-0.7364450145515234,-0.3014420559090477,<1H OCEAN
-0.3745019920318739,0.3007438894792766,-0.4509803921568628,-0.6470827610763519,-0.6840471756672875,-0.8415874884385772,-0.6747245518829139,-0.3118715603922704,-0.1039170972490833,INLAND
-0.6195219123505993,0.0988310308182782,0.7647058823529411,-0.9375349712599828,-0.9236499068901304,-0.949998598615432,-0.9158033218220688,-0.3253334436766388,-0.0354637712834173,NEAR BAY
-0.125498007968126,-0.2667375132837399,-0.0588235294117648,-0.9468436848262882,-0.9165114835505898,-0.9158048151573754,-0.906265416872225,-0.779630625784472,-0.8651510715419729,INLAND
-0.3207171314741046,0.6153028692879907,0.1764705882352939,-0.8410397273513404,-0.7942271880819367,-0.9247736763922756,-0.809570794277257,-0.8513813602570999,-0.8226770198885777,INLAND
-0.4581673306772913,-0.0308182784272048,-0.4901960784313726,-0.7440358105702223,-0.7529484792054625,-0.8811065332548558,-0.7405032067094228,-0.3927118246644873,0.3195863109842847,<1H OCEAN
-0.5498007968127503,0.0818278427205108,0.3725490196078429,-0.9202400935958084,-0.915270018621974,-0.9445612264917738,-0.9184344680151292,-0.3290437373277609,-0.3657716875394327,NEAR BAY
0.2888446215139453,-0.6663124335812967,0.1372549019607842,-0.8433287552774811,-0.8134698944754811,-0.8876089576501582,-0.7967439565860879,-0.4977724445180066,-0.3084523362790256,<1H OCEAN
-0.5796812749003983,0.2263549415515413,0.4509803921568627,-0.9015209318887024,-0.9068901303538176,-0.954034586171137,-0.9065943101463576,-0.2263554985448476,0.0960820780120494,NEAR BAY
0.1832669322709144,-0.7151965993623799,0.5294117647058822,-0.953049493870492,-0.9214773432650528,-0.9793716191597296,-0.9256701200460452,-0.3443676638942909,1.0,<1H OCEAN
-0.1454183266932283,0.4261424017003179,-0.215686274509804,-0.8750190752327178,-0.8373680943513346,-0.967431822640769,-0.9236967604012498,-0.6537840857367485,-0.3876272675164225,INLAND
0.243027888446214,-0.7258235919234854,0.4117647058823528,-0.9365684928022788,-0.9376163873370578,-0.9711875332828834,-0.9381680644630818,-0.4593591812526724,-0.1418550851336694,<1H OCEAN
-0.6533864541832699,0.2114771519659939,-0.3725490196078432,-0.9122030622106924,-0.9162011173184358,-0.9498864878499956,-0.90692320342049,-0.5876332740238066,-0.2952565144061261,<1H OCEAN
-0.58764940239044,0.1200850159404893,-0.2941176470588236,-0.9387049188666768,-0.924891371818746,-0.9597522352083858,-0.932247985528696,-0.9156977145142826,-0.6152551948239388,NEAR BAY
-0.4661354581673329,0.341126461211477,0.7647058823529411,-0.9672923342998118,-0.9596523898199876,-0.9771854592337228,-0.9602039138299622,-0.8287196038675329,-0.6065954367198485,INLAND
0.1972111553784827,-0.6514346439957492,0.7647058823529411,-0.9292436034386288,-0.9068901303538176,-0.9601446228874126,-0.903305377405032,-0.681025089309113,-0.113813963653758,<1H OCEAN
-0.047808764940239,-0.1158342189160457,0.2941176470588234,-0.9106261763060176,-0.8904407200496587,-0.9497743770845596,-0.8894918598914652,-0.6989834622970718,-0.7612339742928894,INLAND
0.2709163346613543,-0.7236981934112636,0.2941176470588234,-0.955643725520118,-0.9528243327126008,-0.9693937610359034,-0.9500082223318532,-0.3976910663301195,-0.291545189504373,<1H OCEAN
-0.5936254980079703,0.0626992561105206,0.7254901960784312,-0.9379419095579632,-0.9320297951582868,-0.9725889178508366,-0.932905772076961,-0.3049613108784706,0.5748429903381842,NEAR OCEAN
0.312749003984063,-0.7492029755579166,-0.4509803921568628,-0.9522356172745308,-0.9177529484792056,-0.9796518960733204,-0.9187633612892616,-0.4670832126453428,-0.449895051979167,<1H OCEAN
0.1812749003984066,-0.710945802337938,0.0980392156862743,-0.9019787374739304,-0.8379888268156425,-0.9617141736035202,-0.850682453543825,-0.305554406146122,1.0,<1H OCEAN
-0.404382470119522,0.3028692879914985,-0.8431372549019609,-0.704104990080879,-0.5325884543761639,-0.818716892289582,-0.5543496135504029,-0.7608308850912401,-0.5810285318411057,INLAND
-0.52191235059761,0.0584484590860796,0.2549019607843137,-0.7969377893076962,-0.7631905648665426,-0.8476414697721348,-0.7493833251110015,-0.3474710693645604,-0.249895876718034,<1H OCEAN
-0.4103585657370523,0.2943676939426147,0.1372549019607842,-0.8510605829391118,-0.770949720670391,-0.9070601754533478,-0.7806281861535932,-0.6853284782278866,-0.5715440348699592,INLAND
-0.2928286852589643,0.077577045696068,0.1372549019607842,-0.9534055648812249,-0.952513966480447,-0.9738781916533534,-0.9546127281697088,-0.5215376339636695,-0.34020478266069,INLAND
-0.5278884462151403,0.1052072263549419,-0.7254901960784315,-0.854366956610204,-0.8795779019242707,-0.9230359595280136,-0.8631803979608617,0.0261099846898664,0.5847398567428588,<1H OCEAN
-0.2131474103585695,-0.5047821466524978,-0.6470588235294119,-0.8883463044915815,-0.8981998758535071,-0.9405252389360688,-0.895411938825851,-0.3825326547220037,-0.2387619020127751,<1H OCEAN
-0.5298804780876516,0.020191285866101,-0.019607843137255,-0.8150974108550791,-0.7107386716325264,-0.87409961041509,-0.7026804801841802,-0.5224065874953449,0.022267949410518,<1H OCEAN
0.2848605577689227,-0.764080765143464,0.1372549019607842,-0.916984587211964,-0.8845437616387337,-0.9569494660724795,-0.8806117414898865,-0.5982676101019295,0.1096902693184771,<1H OCEAN
-0.4840637450199239,-0.0882040382571736,0.0588235294117647,-0.926598504501755,-0.9171322160148976,-0.9431598419238206,-0.90692320342049,-0.5628474090012552,-0.1917517865905706,<1H OCEAN
0.3366533864541807,-0.685441020191285,-0.6470588235294119,-0.7515133017956153,-0.7116697703289883,-0.8523501219204573,-0.7270185824699884,-0.5088067750789644,-0.4103075863604685,INLAND
0.0637450199203151,-0.3985122210414458,0.3333333333333332,-0.9939976601047866,-0.989447548106766,-0.9734297485916084,-0.9868442690346982,-0.8051613081198881,-0.8659758104090292,INLAND
0.3884462151394423,-0.6960680127523906,0.0980392156862743,-0.9412482832290554,-0.9081315952824331,-0.8865439053785139,-0.9171188949185988,-0.8428987186383636,-0.4226786693663118,INLAND
0.426294820717132,-0.946865037194474,0.3725490196078429,-0.9230886616816724,-0.920235878336437,-0.9628913366406008,-0.9088965630652852,-0.5369443180094068,-0.0923707531102963,NEAR OCEAN
0.081673306772906,-0.449521785334749,0.0980392156862743,-0.9341268630143954,-0.9189944134078212,-0.9492138232573782,-0.9171188949185988,-0.803630294754555,-0.6235025834945009,INLAND
0.225099601593623,-0.6748140276301804,0.2941176470588234,-0.9103209725825322,-0.8292985723153321,-0.8766781580201238,-0.8358822562078605,-0.7557413001199984,-0.4037096754240188,<1H OCEAN
0.1713147410358573,-0.6408076514346446,-0.1764705882352941,-0.5753598860572766,-0.1570453134698944,-0.4881022450180777,-0.1938825851011346,-0.7240175997572447,-0.4020601976899063,<1H OCEAN
-0.6513944223107586,0.3517534537725826,-0.1372549019607843,-0.9852484866982044,-0.9829298572315333,-0.9950110709380868,-0.9868442690346982,-0.6609150218617674,-0.6837085207896049,INLAND
0.3486055776892414,-0.7173219978746017,-0.3725490196078432,-0.8590976143242282,-0.8609559279950342,-0.9057148462681128,-0.8487090938990298,-0.3729052013075681,-0.3859777897823101,INLAND
-0.0936254980079702,-0.0903294367693936,-0.0980392156862746,-0.7265883310443054,-0.6883923029174426,-0.887496846884722,-0.6773556980759743,-0.5925159652970303,-0.5620595378988127,INLAND
-0.5796812749003983,0.1859723698193409,0.6078431372549018,-0.917442392797192,-0.9211669770328988,-0.9677681549370778,-0.9204078276599243,-0.5156618529399594,-0.3736067067764668,NEAR BAY
0.2490039840637443,-0.6981934112646115,0.3333333333333332,-0.8930769622056056,-0.8764742396027313,-0.907172286218784,-0.8730471961848381,-0.515910125377581,-0.3814417260135009,<1H OCEAN
-0.0219123505976099,-0.1370882040382568,0.2941176470588234,-0.9561523983925936,-0.9432029795158288,-0.9677120995543596,-0.9440881433974676,-0.7873408642639412,-0.7628834520270018,INLAND
0.268924302788843,-0.7258235919234854,-0.3725490196078432,-0.8217610254845109,-0.6924270639354438,-0.8822276409092182,-0.7066271994737707,-0.6137018799740692,-0.2956688838396542,<1H OCEAN
0.2051792828685243,-0.6896918172157278,0.5294117647058822,-0.9425708326974922,-0.9130974549968964,-0.9520165923932844,-0.9246834402236476,-0.9061116398394504,-0.506802033806046,<1H OCEAN
-0.6215139442231106,0.1009564293305,0.96078431372549,-0.8632687318785289,-0.8283674736188703,-0.899548754169119,-0.8230554185166914,-0.5643922152797892,-0.1340200658966354,NEAR BAY
-0.591633466135459,0.1370882040382568,0.3725490196078429,-0.945317666208861,-0.909373060211049,-0.9711314779001652,-0.9095543496135504,-0.6522944511110191,-0.2111331499663917,NEAR BAY
-0.5378486055776897,-0.0563230605738578,0.4117647058823528,-0.8568085863980874,-0.7780881440099318,-0.924997897923148,-0.7826015457983884,-0.7716721148673811,-0.0086597581040901,NEAR OCEAN
0.2071713147410321,-0.7279489904357064,-0.215686274509804,-0.7771504145683911,-0.7206703910614525,-0.8494352420191148,-0.7000493339911198,-0.5948193818016303,-0.1595869707753782,<1H OCEAN
-0.5398406374502009,-0.0584484590860787,0.8823529411764706,-0.9598148430744188,-0.958100558659218,-0.9816138344684548,-0.955270514717974,-0.3499537937407759,-0.0779378229368125,NEAR OCEAN
0.191235059760956,-0.6705632306057376,0.2549019607843137,-0.8383437611272191,-0.7318435754189945,-0.9246615656268392,-0.723729649728663,-0.5082550585509165,1.0,<1H OCEAN
0.195219123505975,-0.6429330499468646,0.5686274509803921,-0.9207487664682844,-0.8842333954065797,-0.906667787774321,-0.872389409636573,-0.6517151487565689,-0.4255652554010085,<1H OCEAN
-0.6573705179282889,0.2114771519659939,0.7254901960784312,-0.917951065669668,-0.8954065797641217,-0.954034586171137,-0.8927807926327906,-0.72165901159984,-0.4618537655514821,<1H OCEAN
0.191235059760956,-0.7300743889479273,0.3725490196078429,-0.8967902741746783,-0.8950962135319678,-0.9543709184674456,-0.8894918598914652,-0.3617743203542019,0.8280378225244434,NEAR OCEAN
-0.5677290836653412,0.1030818278427201,0.6862745098039216,-0.9722264611628262,-0.9633767846058348,-0.9757840746657696,-0.9555994079921064,-0.7777685825023104,-0.733192852812978,NEAR BAY
-0.6294820717131486,0.0626992561105206,-0.4509803921568628,-0.8243043898468895,-0.8311607697082558,-0.9145715967375766,-0.8243709916132215,-0.1964662556378532,0.4556682240485608,NEAR OCEAN
-0.1454183266932283,-0.0626992561105197,-0.0980392156862746,-0.9672414670125642,-0.9587212911235258,-0.9747190223941252,-0.9513237954283836,-0.775851367567344,-0.8065946119809815,INLAND
-0.5557768924302806,0.107332624867162,0.2549019607843137,-0.908082811943639,-0.9193047796399751,-0.9548754169119088,-0.9283012662391056,-0.1227569274906551,-0.0309277075146081,NEAR BAY
-0.3366533864541843,0.0924548352816145,-0.0588235294117648,-0.8341726435729182,-0.8178150217256362,-0.8973625942431122,-0.8102285808255221,-0.5177859615729438,-0.5896882899451961,INLAND
-0.551792828685258,0.024442082890542,0.2156862745098038,-0.9272089119487258,-0.9385474860335196,-0.9722525855545278,-0.9342213451734912,0.2218728017544586,1.0,NEAR BAY
-0.2191235059760998,-0.5026567481402751,-0.1764705882352941,-0.8688641334757617,-0.8820608317815022,-0.935760531405028,-0.8779805952968261,-0.3777465138411883,-0.4078333697592998,<1H OCEAN
-0.3964143426294804,0.3028692879914985,-0.6470588235294119,-0.8013123760109874,-0.7240844196151459,-0.8937750497491521,-0.7378720605163624,-0.6768734224355526,-0.5232968111471704,INLAND
0.239043824701195,-0.7236981934112636,0.3333333333333332,-0.8470929345338013,-0.7911235257603972,-0.9113764399226436,-0.7796415063311956,-0.5797851064123254,-0.1826796590529522,<1H OCEAN
-0.5836653386454209,0.1349628055260368,0.9999999999999998,-0.8853960018312224,-0.8730602110490379,-0.954034586171137,-0.8763361289261634,-0.269251458600571,0.6507189661073562,NEAR BAY
0.7589641434262937,-0.9723698193411252,-0.803921568627451,-0.8574698611323058,-0.8199875853507139,-0.842820706858376,-0.8049662884394014,-0.7844719383180921,-0.7826771848363511,INLAND
0.2111553784860547,-0.6769394261424004,-0.3725490196078432,-0.8920596164606541,-0.6378026070763501,-0.780711342806693,-0.62637724058543,-0.9124563799120012,-0.4948433202337309,<1H OCEAN
-0.4860557768924316,-0.0690754516471834,-0.6862745098039217,-0.7491225392949794,-0.6551831160769708,-0.8209030522155889,-0.679000164446637,-0.586198811050882,-0.2585556348221243,<1H OCEAN
0.4501992031872532,-0.9022316684378318,-0.8823529411764707,-0.6825881275751564,-0.6098696461824954,-0.8762297149583788,-0.6332839993422135,-0.4827519620419028,0.0993810334802745,<1H OCEAN
-0.5298804780876516,0.2369819341126451,0.2549019607843137,-0.9926751106363496,-0.9906890130353818,-0.9959640124442948,-0.9901332017760236,-0.5837298795878677,-0.7138114894371568,INLAND
-0.260956175298805,-0.054197662061636,-0.1372549019607843,-0.8799023348084847,-0.8609559279950342,-0.9346954791333836,-0.8654826508797895,-0.7545551095846954,-0.7496876301541023,INLAND
0.4382470119521926,-0.8724760892667369,-0.8431372549019609,-0.866931176560354,-0.8330229671011794,-0.9261750609602286,-0.83193553691827,-0.5027103074440352,-0.3550500822677018,<1H OCEAN
0.4243027888446207,-0.7789585547290114,-0.9607843137254904,0.5488071621140445,0.5617628801986343,-0.4721825163261302,0.0511429041276105,-0.435359512282589,-0.3430913686953867,<1H OCEAN
0.2310756972111534,-0.7279489904357064,0.9215686274509802,-0.8176407752174577,-0.7852265673494724,-0.9153563720956304,-0.7862193718138464,-0.3088784982276106,-0.0218555799769897,NEAR OCEAN
-0.0876494023904399,-0.1009564293304983,0.0980392156862743,-0.8701866829441987,-0.7815021725636251,-0.8505563496734774,-0.7849037987173162,-0.9010082619550076,-0.8065946119809815,INLAND
0.2011952191235053,-0.7428267800212538,0.4117647058823528,-0.9451650643471184,-0.9584109248913718,-0.9796518960733204,-0.9536260483473114,0.5403649604833038,1.0,NEAR OCEAN
-0.3964143426294804,0.1498405951115842,0.5294117647058822,-0.9510656696678366,-0.9289261328367474,-0.9585750721713052,-0.9315901989804308,-0.89481524392767,-0.8845324349177941,INLAND
-0.5139442231075719,-0.1328374070138158,0.5294117647058822,-0.9343811994506332,-0.9162011173184358,-0.9719162532582192,-0.9246834402236476,-0.7275761713631537,0.003298955468225,<1H OCEAN
-0.6673306772908383,0.2539851222104143,0.3725490196078429,-0.9334147209929294,-0.9199255121042832,-0.963844278146809,-0.9121854958066108,-0.5924745865574268,-0.397111764487569,<1H OCEAN
-0.0916334661354589,-0.0967056323060573,0.2549019607843137,-0.8254743374535836,-0.7566728739913098,-0.8989321449592196,-0.7428054596283507,-0.8015613577743755,-0.7835019237034073,INLAND
0.2529880478087634,-0.6918172157279479,0.8039215686274508,-0.9193244824253524,-0.904407200496586,-0.9538103646402644,-0.9042920572274296,-0.5471234879518903,-0.3769056622446917,<1H OCEAN
-0.6254980079681296,0.1009564293305,0.7647058823529411,-0.9067093951879546,-0.9013035381750466,-0.957173687603352,-0.9010031244861044,-0.2535965021172121,0.5835027484422746,NEAR OCEAN
-0.5557768924302806,0.0903294367693945,0.2549019607843137,-0.8256778066025738,-0.7889509621353197,-0.8993805880209647,-0.772076961026147,-0.5255789575316202,-0.3002049476084634,NEAR BAY
0.2808764940239037,-0.7300743889479273,0.2941176470588234,-0.9498448547738948,-0.946617008069522,-0.957622130665097,-0.9398125308337444,-0.2958993669052839,-0.216081583168729,<1H OCEAN
0.2629482071713127,-0.7215727948990427,0.0980392156862743,-0.8951116536955084,-0.861576660459342,-0.9292581070097256,-0.868771583621115,-0.532902994441456,-0.1987620669605485,<1H OCEAN
0.2350597609561724,-0.7066950053134953,0.3725490196078429,-0.9039625616765858,-0.8761638733705773,-0.9311079346394237,-0.8733760894589706,-0.4655108205404062,-0.3022667947761039,<1H OCEAN
-0.6274900398406409,0.2284803400637614,0.1764705882352939,-0.9135764789663768,-0.8876474239602732,-0.962050505899829,-0.8937674724551883,-0.6361981214052219,-0.2696896095273833,<1H OCEAN
-0.3107569721115553,-0.0074388947927737,-0.0588235294117648,-0.832188819370263,-0.7898820608317816,-0.9444491157263376,-0.8996875513895741,-0.6239638073957601,-0.6610282019455589,INLAND
-0.5677290836653412,0.1200850159404893,0.1372549019607842,-0.9852484866982044,-0.988516449410304,-0.9931051879256704,-0.9832264430192402,-0.1913904635798126,0.9311301809064704,NEAR BAY
0.4203187250996016,-0.9553666312433576,0.2941176470588234,-0.6948471438018211,-0.6554934823091247,-0.8513971804142492,-0.6477553034040453,-0.4361595012482586,0.1381437602319166,NEAR OCEAN
0.147410358565736,-0.6450584484590856,0.2941176470588234,-0.9012665954524646,-0.9009931719428926,-0.949998598615432,-0.9000164446637067,-0.3729327871339705,-0.1228860911913763,<1H OCEAN
-0.5159362549800832,0.1009564293305,-0.8823529411764707,-0.6197670278244061,-0.511173184357542,-0.8355335071050196,-0.5050156224305213,-0.3594846967628032,0.1727827926482779,<1H OCEAN
-0.5756972111553793,0.1158342189160457,0.4509803921568627,-0.8450073757566509,-0.7796399751707015,-0.8786961517979763,-0.783588225620786,-0.6831767837684997,-0.4775238040255503,NEAR BAY
-0.5836653386454209,0.0669500531349633,-0.1372549019607843,-0.6296352815504349,-0.5837988826815643,-0.8096359202892457,-0.5734254234500904,-0.2871270741093225,0.5505131937600258,NEAR BAY
0.4003984063745029,-0.6641870350690757,0.4901960784313723,-0.8876850297573631,-0.845747982619491,-0.9019591356259984,-0.8434468015129091,-0.8749396560047448,-0.7880379874722165,INLAND
0.191235059760956,-0.7300743889479273,0.3725490196078429,-0.9348390050358616,-0.9354438237119802,-0.9686089856778496,-0.9315901989804308,-0.113157059902622,1.0,NEAR OCEAN
0.107569721115535,-0.659936238044633,-0.7647058823529412,-0.8473472709700391,-0.8438857852265673,-0.9360968637013368,-0.8470646275283671,-0.2614032909890897,1.0,NEAR OCEAN
0.2709163346613543,-0.7024442082890543,0.2941176470588234,-0.9170863217864592,-0.9186840471756672,-0.9614899520726476,-0.9121854958066108,-0.3019544558006095,-0.0070102803699778,<1H OCEAN
0.4402390438247003,-0.9107332624867156,-0.4509803921568628,-0.8541634874612137,-0.8746120422098076,-0.9146276521202948,-0.8681137970728499,-0.2389622212107418,-0.0791749312373968,<1H OCEAN
-0.4442231075697229,0.4070138150903286,-0.5686274509803922,-0.8297471895823796,-0.8010552451893234,-0.8864317946130776,-0.7967439565860879,-0.6600322754168908,-0.6956672343619201,INLAND
0.191235059760956,-0.6705632306057376,0.4509803921568627,-0.9314817640775216,-0.893544382371198,-0.9695058718013396,-0.8987008715671765,-0.6253844774554833,0.5187607473783613,<1H OCEAN
0.2410358565737027,-0.6769394261424004,0.3333333333333332,-0.9121521949234448,-0.8643699565487275,-0.926847725552846,-0.8648248643315244,-0.71970041792527,-0.2486587684174497,<1H OCEAN
0.2091633466135434,-0.6705632306057376,0.9999999999999998,-0.911643522050969,-0.8563004345127251,-0.9475882171585526,-0.8418023351422463,-0.7320036965007379,-0.1183500274225672,<1H OCEAN
